sentence	pictos_ref_ids	sense_keys
d'accord répond abel tout aussi ravi	[[], [5584], [9031], [2485], [5596], [], [3245]]	[[], ['yes%1:10:00::'], ['reply%2:32:00::', 'answer%2:31:00::', 'respond%2:32:00::', 'answer%2:32:00::'], ['boy%1:18:00::', 'male_child%1:18:00::'], ['completely%4:02:04::', 'entirely%4:02:00::', 'totally%4:02:00::', 'whole%4:02:00::', 'all%4:02:00::', 'right%4:02:07::', 'wholly%4:02:00::', 'altogether%4:02:04::', 'all%5:00:00:complete:00'], [], ['content%3:00:00::', 'happy%3:00:00::', 'contented%3:00:00::']]
mais nous devons d'abord nous changer	[[11377], [7183], [15523], [], [], [7183], [8053]]	[[], [], ['obligation%1:04:00::', 'responsibility%1:04:00::', 'duty%1:04:00::'], [], [], [], ['change%2:40:00::', 'interchange%2:40:00::', 'exchange%2:40:00::']]
abel et bellina se sont habillés chaudement pour aller dans le jardin	[[2485], [11399], [2484], [], [5465], [2781], [2300], [7194], [2432], [7034], [8476], [2434]]	[['boy%1:18:00::', 'male_child%1:18:00::'], [], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::'], [], ['be%2:42:05::'], ['garment%2:29:00::', 'garb%2:29:00::', 'enclothe%2:29:00::', 'dress%2:29:00::', 'clothe%2:29:00::', 'tog%2:29:00::', 'apparel%2:29:00::', 'habilitate%2:29:00::', 'raiment%2:29:00::', 'get_dressed%2:29:00::', 'dress%2:29:01::', 'fit_out%2:29:00::'], ['hot%3:00:01::'], [], ['go%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::', 'locomote%2:38:00::'], [], [], ['garden%1:06:00::', 'garden%1:06:01::']]
même si le ciel est bien bleu l'air reste frais	[[], [], [8476], [6978], [5465], [], [3355], [8476], [23731], [5465], [4652]]	[[], [], [], ['sky%1:17:00::', 'star%1:17:00::', 'vault_of_heaven%1:15:00::', 'heavens%1:15:00::', 'firmament%1:15:00::', 'celestial_sphere%1:15:00::', 'sphere%1:15:01::', 'welkin%1:15:00::', 'empyrean%1:15:00::'], ['be%2:42:05::'], [], ['bluish%5:00:00:chromatic:00', 'blueish%5:00:00:chromatic:00', 'blue%5:00:00:chromatic:00'], [], ['air_current%1:19:01::', 'wind%1:19:00::', 'air%1:19:00::', 'zephyr%1:19:00::', 'current_of_air%1:19:00::', 'breeze%1:19:00::', 'gentle_wind%1:19:00::'], ['be%2:42:05::'], ['cold%3:00:01::']]
il faut bien se couvrir pour ne pas prendre froid	[[], [15523], [5521], [], [2781], [7194], [], [6526], [7271], [4652]]	[[], ['obligation%1:04:00::', 'responsibility%1:04:00::', 'duty%1:04:00::'], ['very_much%4:02:01::', 'lots%4:02:00::', 'a_good_deal%4:02:00::', 'much%4:02:00::', 'a_lot%4:02:00::', 'a_great_deal%4:02:00::', 'much%4:02:04::'], [], ['garment%2:29:00::', 'garb%2:29:00::', 'enclothe%2:29:00::', 'dress%2:29:00::', 'clothe%2:29:00::', 'tog%2:29:00::', 'apparel%2:29:00::', 'habilitate%2:29:00::', 'raiment%2:29:00::', 'get_dressed%2:29:00::', 'dress%2:29:01::', 'fit_out%2:29:00::'], [], [], ['footprint%1:10:00::', 'step%1:10:02::', 'footmark%1:10:00::'], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['cold%3:00:01::']]
abel a mis son bonnet et enfilé ses bottes	[[2485], [7271], [5514], [12272], [2412], [11399], [5514], [12276], [8299]]	[['boy%1:18:00::', 'male_child%1:18:00::'], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['insert%2:30:00::', 'enclose%2:30:00::', 'enter%2:35:03::', 'stick_in%2:30:00::', 'infix%2:35:01::', 'inclose%2:30:00::', 'introduce%2:35:00::', 'insert%2:35:00::', 'put_in%2:30:00::', 'introduce%2:30:03::'], [], ['stocking_cap%1:06:00::', 'cap%1:06:03::', 'ski_cap%1:06:00::', 'toboggan_cap%1:06:00::'], [], ['insert%2:30:00::', 'enclose%2:30:00::', 'enter%2:35:03::', 'stick_in%2:30:00::', 'infix%2:35:01::', 'inclose%2:30:00::', 'introduce%2:35:00::', 'insert%2:35:00::', 'put_in%2:30:00::', 'introduce%2:30:03::'], [], ['boot%1:06:00::']]
il est allé chercher sa pelle et sa brouette dans le garage	[[6480], [5465], [2432], [6946], [12272], [2867], [11399], [12272], [], [7034], [8476], [6003]]	[[], ['be%2:42:05::'], ['go%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::', 'locomote%2:38:00::'], ['search%2:39:00::', 'search%2:35:00::', 'look%2:39:02::', 'look_for%2:35:00::', 'seek%2:35:00::'], [], ['spade%1:06:00::'], [], [], [], [], [], ['garage%1:06:00::']]
bellina a également mis son bonnet et ses bottes	[[2484], [7271], [], [5514], [12272], [2412], [11399], [12276], [8299]]	[['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::'], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], [], ['insert%2:30:00::', 'enclose%2:30:00::', 'enter%2:35:03::', 'stick_in%2:30:00::', 'infix%2:35:01::', 'inclose%2:30:00::', 'introduce%2:35:00::', 'insert%2:35:00::', 'put_in%2:30:00::', 'introduce%2:30:03::'], [], ['stocking_cap%1:06:00::', 'cap%1:06:03::', 'ski_cap%1:06:00::', 'toboggan_cap%1:06:00::'], [], [], ['boot%1:06:00::']]
papa m'a donné les gants de jardinage qui étaient dans le tiroir dit elle	[[2497], [], [7271], [17038], [7031], [8314], [7074], [6533], [9853], [5465], [7034], [8476], [6070], [5973], [7028]]	[['pop%1:18:00::', 'dad%1:18:00::', 'male_parent%1:18:00::', 'daddy%1:18:00::', 'pa%1:18:00::', 'begetter%1:18:00::', 'dada%1:18:00::', 'father%1:18:00::', 'pappa%1:18:00::', 'papa%1:18:00::'], [], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['pass_on%2:40:01::', 'give%2:40:06::', 'hand%2:40:00::', 'give%2:40:00::', 'offer%2:40:00::', 'pass%2:40:00::', 'reach%2:40:00::', 'proffer%2:40:00::', 'turn_over%2:40:00::'], [], ['mitten%1:06:00::'], [], ['gardener%1:18:01::', 'nurseryman%1:18:00::', 'gardener%1:18:00::'], ['unknown%3:00:00::'], ['be%2:42:05::'], [], [], ['drawer%1:06:00::'], ['recite%2:32:01::', 'recount%2:32:00::', 'narrate%2:32:00::', 'tell%2:32:01::'], []]
elle a glissé le sachet avec le précieux bulbe dans sa poche	[[2484], [7271], [6989], [8476], [2284], [7064], [8476], [11470], [8689], [7034], [12272], [6937]]	[['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::'], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['set%2:35:00::', 'lay%2:35:01::', 'put%2:35:05::', 'put%2:35:00::', 'position%2:35:00::', 'pose%2:35:02::', 'place%2:35:00::'], [], ['handbag%1:06:00::', 'purse%1:06:00::', 'bag%1:06:02::', 'pocketbook%1:06:00::'], [], [], ['better%3:00:00::', 'admire%2:37:00::', 'better%4:02:01::', 'best%4:02:03::', 'look_up_to%2:37:00::', 'admire%2:39:00::'], ['seed%1:20:02::'], [], [], ['pocket%1:06:00::']]
où allons nous planter notre fleur demande bellina	[[7764], [2432], [7183], [2828], [12268], [3102], [9847], [2484]]	[[], ['go%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::', 'locomote%2:38:00::'], [], ['plant%2:35:00::', 'set%2:35:09::'], [], ['flower%1:20:02::', 'blossom%1:20:00::', 'bloom%1:20:00::'], ['inquire%2:32:01::', 'enquire%2:32:00::', 'query%2:32:00::', 'ask%2:32:04::', 'question%2:32:00::'], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::']]
il faut qu'elle reçoive la lumière et la chaleur du soleil tout au long de la journée répond abel c'est écrit sur le sachet	[[], [15523], [10276], [7028], [17042], [7029], [8619], [11399], [7029], [35561], [7074], [2798], [5596], [11709], [4675], [7074], [7029], [7022], [], [2485], [], [5465], [2380], [5451], [8476], [2284]]	[[], ['obligation%1:04:00::', 'responsibility%1:04:00::', 'duty%1:04:00::'], [], [], ['have%2:40:03::', 'receive%2:40:00::', 'get_hold_of%2:35:00::', 'take%2:35:00::', 'take%2:40:05::', 'have%2:40:05::', 'accept%2:40:00::'], [], ['luminosity%1:07:00::', 'brightness_level%1:07:00::', 'light%1:26:00::', 'lighting%1:26:00::', 'luminance%1:07:00::', 'luminousness%1:07:00::', 'light%1:07:01::', 'brightness%1:07:02::'], [], [], ['heat%1:09:00::', 'hotness%1:07:00::', 'high_temperature%1:07:00::', 'heat%1:07:01::', 'warmth%1:09:00::'], [], ['sun%1:17:00::'], ['completely%4:02:04::', 'entirely%4:02:00::', 'totally%4:02:00::', 'whole%4:02:00::', 'all%4:02:00::', 'right%4:02:07::', 'wholly%4:02:00::', 'altogether%4:02:04::', 'all%5:00:00:complete:00'], [], ['long%3:00:01::'], [], [], ['day%1:28:02::', 'daytime%1:28:00::', 'daylight%1:28:00::'], [], ['boy%1:18:00::', 'male_child%1:18:00::'], [], ['be%2:42:05::'], ['write%2:36:01::', 'writing%1:10:01::', 'write%2:32:00::'], ['in_a_higher_place%4:02:00::', 'higher_up%4:02:00::', 'above%4:02:01::', 'to_a_higher_place%4:02:00::'], [], ['handbag%1:06:00::', 'purse%1:06:00::', 'bag%1:06:02::', 'pocketbook%1:06:00::']]
alors nous pouvons la planter à cet endroit propose bellina en désignant une belle place en face du mur de la maison	[[], [7183], [11750], [7029], [2828], [7041], [], [9819], [11576], [2484], [11709], [6612], [2627], [4660], [11255], [], [5438], [8476], [2860], [7074], [7029], [2317]]	[[], [], [], [], ['plant%2:35:00::', 'set%2:35:09::'], [], [], ['place%1:15:05::', 'place%1:09:00::', 'position%1:04:03::', 'lieu%1:04:00::', 'position%1:15:00::', 'place%1:04:01::', 'stead%1:04:00::'], ['suggestion%1:09:00::', 'advise%2:32:02::', 'suggest%2:32:00::', 'propose%2:32:00::'], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::'], [], ['designate%2:32:03::', 'show%2:32:01::', 'indicate%2:32:03::', 'point%2:32:00::'], ['number%1:23:00::', 'odd%3:00:00::', 'one%5:00:00:cardinal:00', 'ace%1:23:00::', 'i%1:23:00::', 'one%1:23:00::', 'ane%5:00:00:cardinal:00', 'i%5:00:00:cardinal:00', 'uneven%3:00:04::', 'number%1:10:01::', 'single%1:23:00::', 'unity%1:23:00::', 'numeral%1:10:00::', '1%5:00:00:cardinal:00', '1%1:23:00::'], ['well-favored%5:00:00:beautiful:00', 'good-looking%5:00:00:beautiful:00', 'fine-looking%5:00:00:beautiful:00', 'beautiful%3:00:00::', 'better-looking%5:00:00:beautiful:00', 'well-favoured%5:00:00:beautiful:00', 'handsome%5:00:00:beautiful:00'], ['ticket%1:10:01::'], [], ['ahead%4:02:00::', 'before%4:02:01::', 'in_front%4:02:00::'], [], ['wall%1:06:00::'], [], [], ['menage%1:14:00::', 'household%1:14:00::', 'house%1:14:05::', 'family%1:14:02::', 'home%1:14:00::', 'house%1:06:00::']]
bonne idée je vais y creuser un trou pour mettre le bulbe décide abel	[[], [11599], [2617], [2432], [], [5952], [2627], [6036], [7194], [6989], [8476], [8689], [11694], [2485]]	"[[], ['grand%5:00:00:extraordinary:00', 'bully%5:00:00:good:01', 'o.k.%5:00:00:satisfactory:00', 'terrific%5:00:00:extraordinary:00', 'fine%5:00:00:satisfactory:00', 'cracking%5:00:00:good:01', 'wonderful%5:00:00:extraordinary:00', 'great%5:00:00:good:01', 'slap-up%5:00:00:good:01', 'dandy%5:00:00:good:01', 'keen%5:00:00:good:01', 'rattling%5:00:00:extraordinary:00', 'ok%5:00:00:satisfactory:00', 'hunky-dory%5:00:00:satisfactory:00', 'successful%3:00:00::', 'tremendous%5:00:00:extraordinary:00', 'cool%5:00:00:satisfactory:00', 'marvelous%5:00:00:extraordinary:00', 'smashing%5:00:00:good:01', 'groovy%5:00:00:good:01', 'wondrous%5:00:00:extraordinary:00', 'corking%5:00:00:good:01', 'okay%5:00:00:satisfactory:00', 'howling%5:00:00:extraordinary:00', 'all_right%5:00:00:satisfactory:00', 'nifty%5:00:00:good:01', 'bang-up%5:00:00:good:01', 'fantastic%5:00:00:extraordinary:00', 'neat%5:00:00:good:01', 'not_bad%5:00:00:good:01', 'marvellous%5:00:00:extraordinary:00', 'swell%5:00:00:good:01', 'old%5:00:00:good:01', 'peachy%5:00:00:good:01'], [], ['go%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::', 'locomote%2:38:00::'], [], ['dig_out%2:39:00::', 'dig%2:39:00::', 'dig_out%2:35:00::', 'dig%2:35:01::', 'dig_up%2:39:00::'], ['number%1:23:00::', 'odd%3:00:00::', 'one%5:00:00:cardinal:00', 'ace%1:23:00::', 'i%1:23:00::', 'one%1:23:00::', 'ane%5:00:00:cardinal:00', 'i%5:00:00:cardinal:00', 'uneven%3:00:04::', 'number%1:10:01::', 'single%1:23:00::', 'unity%1:23:00::', 'numeral%1:10:00::', '1%5:00:00:cardinal:00', '1%1:23:00::'], ['hole%1:17:01::', 'hole%1:06:00::'], [], ['set%2:35:00::', 'lay%2:35:01::', 'put%2:35:05::', 'put%2:35:00::', 'position%2:35:00::', 'pose%2:35:02::', 'place%2:35:00::'], [], ['seed%1:20:02::'], ['decide%2:31:00::', ""make_up_one's_mind%2:31:00::"", 'choose%2:31:02::', 'determine%2:31:00::', 'pick_out%2:31:00::', 'choose%2:31:00::', 'select%2:31:00::', 'prefer%2:31:00::', 'opt%2:31:00::', 'take%2:31:01::'], ['boy%1:18:00::', 'male_child%1:18:00::']]"
abel excité à l'idée d'utiliser sa pelle creuse furieusement	[[2485], [3245], [7041], [8476], [8661], [7074], [15485], [12272], [2867], [5952], [5306]]	[['boy%1:18:00::', 'male_child%1:18:00::'], ['content%3:00:00::', 'happy%3:00:00::', 'contented%3:00:00::'], [], [], ['think%2:31:00::', 'mean%2:31:00::', 'think%2:31:06::', 'think%2:31:08::', 'cogitate%2:31:00::', 'intend%2:31:00::', 'think%2:36:00::', 'cerebrate%2:31:00::'], [], ['apply%2:34:00::', 'use%2:34:01::', 'utilize%2:34:00::', 'utilise%2:34:00::', 'employ%2:34:00::'], [], ['spade%1:06:00::'], ['dig_out%2:39:00::', 'dig%2:39:00::', 'dig_out%2:35:00::', 'dig%2:35:01::', 'dig_up%2:39:00::'], ['apace%4:02:00::', 'chop-chop%4:02:00::', 'fleet%5:00:00:fast:01', 'quick%4:02:00::', 'fast%3:00:01::', 'rapidly%4:02:00::', 'swift%5:00:00:fast:01', 'agile%5:00:00:active:01', 'speedily%4:02:00::', 'quick%5:00:00:active:01', 'quickly%4:02:02::', 'promptly%4:02:02::', 'spry%5:00:00:active:01', 'nimble%5:00:00:active:01', 'quick%5:00:00:fast:01', 'quickly%4:02:00::', 'speedy%5:00:03:fast:01', 'in_short_order%4:02:00::']]
hééé arrête abel 	[[], [8289], [2485]]	[[], ['catch%1:06:02::', 'stay%1:26:00::', 'halt%1:26:00::', 'stop%1:06:00::', 'stoppage%1:26:00::', 'hitch%1:26:00::', 'arrest%1:26:00::', 'stop%1:26:00::', 'check%1:26:00::'], ['boy%1:18:00::', 'male_child%1:18:00::']]
tu m'envoies de la terre à la figure crie bellina	[[2608], [], [5447], [7074], [7029], [], [7041], [7029], [2684], [4686], [2484]]	[[], [], ['throw%2:35:07::', 'drop%2:35:01::', 'throw_off%2:35:00::', 'thrust%2:35:08::', 'throw_away%2:35:00::', 'shake_off%2:35:00::', 'cast_off%2:35:00::', 'shed%2:35:01::', 'throw%2:35:02::', 'cast%2:35:01::'], [], [], [], [], [], ['human_face%1:08:01::', 'face%1:08:00::'], ['cry%2:32:01::', 'scream%2:32:01::', 'yell%2:32:01::', 'call%2:32:09::', 'holler%2:32:05::', 'shout%2:32:01::', 'squall%2:32:00::', 'shout_out%2:32:00::', 'hollo%2:32:00::'], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::']]
nous en avons encore besoin après pour reboucher le trou	[[7183], [11709], [7271], [], [], [7818], [7194], [3008], [8476], [6036]]	[[], [], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], [], [], [], [], ['butcher%1:18:02::', 'meatman%1:18:00::'], [], ['hole%1:17:01::', 'hole%1:06:00::']]
ah oui c'est vrai je n'y avais pas pensé s'excuse abel	[[], [5583], [], [5465], [8715], [2617], [], [], [7271], [6526], [8661], [5973], [11625], [2485]]	[[], ['affirm%2:32:01::', 'swan%2:32:00::', 'aver%2:32:00::', 'yes%1:10:00::', 'affirmatively%4:02:00::', 'avow%2:32:00::', 'swear%2:32:03::', 'assert%2:32:00::', 'affirm%2:32:00::', 'verify%2:32:03::'], [], ['be%2:42:05::'], ['true%3:00:04::', 'truth%1:10:00::', 'truthful%3:00:00::', 'true_statement%1:10:00::', 'true%3:00:00::', 'truth%1:09:00::'], [], [], [], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['footprint%1:10:00::', 'step%1:10:02::', 'footmark%1:10:00::'], ['think%2:31:00::', 'mean%2:31:00::', 'think%2:31:06::', 'think%2:31:08::', 'cogitate%2:31:00::', 'intend%2:31:00::', 'think%2:36:00::', 'cerebrate%2:31:00::'], ['recite%2:32:01::', 'recount%2:32:00::', 'narrate%2:32:00::', 'tell%2:32:01::'], ['sorry%3:00:02::', 'forgive%2:32:00::', 'regretful%3:00:00::', 'bad%3:00:09::'], ['boy%1:18:00::', 'male_child%1:18:00::']]
abel est épuisé de tous ses coups de pelle	[[2485], [5465], [2314], [7074], [5596], [12276], [25656], [7074], []]	[['boy%1:18:00::', 'male_child%1:18:00::'], ['be%2:42:05::'], ['spent%5:00:00:tired:00', 'worn_out%5:00:00:tired:00', 'dog-tired%5:00:00:tired:00', 'exhausted%5:00:00:tired:00', 'fagged%5:00:00:tired:00', 'played_out%5:00:00:tired:00', 'washed-out%5:00:00:tired:00', 'worn-out%5:00:00:tired:00', 'fatigued%5:00:00:tired:00', 'tired%3:00:00::', 'gone%5:00:00:tired:00'], [], ['completely%4:02:04::', 'entirely%4:02:00::', 'totally%4:02:00::', 'whole%4:02:00::', 'all%4:02:00::', 'right%4:02:07::', 'wholly%4:02:00::', 'altogether%4:02:04::', 'all%5:00:00:complete:00'], [], ['motility%1:04:00::', 'motion%1:04:00::', 'movement%1:04:00::', 'move%1:04:03::'], [], []]
je ne pensais pas qu'il était si fatigant de creuser un trou avoue t il	[[2617], [], [8661], [6526], [10276], [], [5465], [], [6959], [7074], [5952], [2627], [6036], [5973], [], [2485]]	[[], [], ['think%2:31:00::', 'mean%2:31:00::', 'think%2:31:06::', 'think%2:31:08::', 'cogitate%2:31:00::', 'intend%2:31:00::', 'think%2:36:00::', 'cerebrate%2:31:00::'], ['footprint%1:10:00::', 'step%1:10:02::', 'footmark%1:10:00::'], [], [], ['be%2:42:05::'], [], ['wash_up%2:29:01::', 'wear_upon%2:29:00::', 'wear_out%2:29:00::', 'jade%2:29:01::', 'weary%2:29:00::', 'outwear%2:29:00::', 'beat%2:29:00::', 'wear%2:29:03::', 'tire_out%2:29:00::', 'exhaust%2:29:00::', 'tucker%2:29:00::', 'fag%2:29:00::', 'fatigue%2:29:00::', 'tire%2:29:01::', 'tucker_out%2:29:00::', 'wear_down%2:29:00::', 'fag_out%2:29:00::'], [], ['dig_out%2:39:00::', 'dig%2:39:00::', 'dig_out%2:35:00::', 'dig%2:35:01::', 'dig_up%2:39:00::'], ['number%1:23:00::', 'odd%3:00:00::', 'one%5:00:00:cardinal:00', 'ace%1:23:00::', 'i%1:23:00::', 'one%1:23:00::', 'ane%5:00:00:cardinal:00', 'i%5:00:00:cardinal:00', 'uneven%3:00:04::', 'number%1:10:01::', 'single%1:23:00::', 'unity%1:23:00::', 'numeral%1:10:00::', '1%5:00:00:cardinal:00', '1%1:23:00::'], ['hole%1:17:01::', 'hole%1:06:00::'], ['recite%2:32:01::', 'recount%2:32:00::', 'narrate%2:32:00::', 'tell%2:32:01::'], [], ['boy%1:18:00::', 'male_child%1:18:00::']]
cette fois ci il a veillé à ne pas jeter de terre partout	[[], [], [], [6480], [7271], [2474], [7041], [], [6526], [27208], [7074], [], []]	[[], [], [], [], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['consider%2:39:08::', 'observe%2:39:00::', 'look_at%2:39:01::', 'look%2:39:00::', 'view%2:39:00::', 'see%2:39:00::'], [], [], ['footprint%1:10:00::', 'step%1:10:02::', 'footmark%1:10:00::'], ['throw%2:35:07::', 'scrap%2:40:00::', 'junk%2:40:00::', 'drop%2:35:01::', 'throw_off%2:35:00::', 'reprocess%2:34:00::', 'throw_away%2:35:00::', 'shake_off%2:35:00::', 'trash%2:40:00::', 'recycle%2:34:00::', 'cast_off%2:35:00::', 'reuse%2:34:00::', 'shed%2:35:01::', 'cast%2:35:01::'], [], [], []]
il a fait un petit monticule de terre à côté du trou	[[6480], [7271], [6190], [2627], [6060], [2909], [7074], [], [], [5367], [7074], [6036]]	[[], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['fix%2:30:03::', 'prepare%2:30:00::', 'ready%2:30:00::', 'set_up%2:30:02::', 'gear_up%2:30:00::', 'set%2:30:09::'], ['number%1:23:00::', 'odd%3:00:00::', 'one%5:00:00:cardinal:00', 'ace%1:23:00::', 'i%1:23:00::', 'one%1:23:00::', 'ane%5:00:00:cardinal:00', 'i%5:00:00:cardinal:00', 'uneven%3:00:04::', 'number%1:10:01::', 'single%1:23:00::', 'unity%1:23:00::', 'numeral%1:10:00::', '1%5:00:00:cardinal:00', '1%1:23:00::'], ['infant%1:18:00::', 'baby%1:18:00::', 'babe%1:18:00::'], ['mount%1:17:00::', 'mountain%1:17:00::'], [], [], [], ['both%5:00:00:some:00', 'close%3:00:05::', 'joint%3:00:00::', 'near%3:00:00::', 'nigh%3:00:00::', 'together%4:02:02::'], [], ['hole%1:17:01::', 'hole%1:06:00::']]
voilà un bien beau trou reconnaît bellina	[[], [2627], [25708], [4660], [6036], [5973], [2484]]	[[], ['number%1:23:00::', 'odd%3:00:00::', 'one%5:00:00:cardinal:00', 'ace%1:23:00::', 'i%1:23:00::', 'one%1:23:00::', 'ane%5:00:00:cardinal:00', 'i%5:00:00:cardinal:00', 'uneven%3:00:04::', 'number%1:10:01::', 'single%1:23:00::', 'unity%1:23:00::', 'numeral%1:10:00::', '1%5:00:00:cardinal:00', '1%1:23:00::'], ['real%4:02:01::', 'rattling%4:02:00::', 'very%4:02:00::', 'really%4:02:00::'], ['well-favored%5:00:00:beautiful:00', 'good-looking%5:00:00:beautiful:00', 'fine-looking%5:00:00:beautiful:00', 'beautiful%3:00:00::', 'better-looking%5:00:00:beautiful:00', 'well-favoured%5:00:00:beautiful:00', 'handsome%5:00:00:beautiful:00'], ['hole%1:17:01::', 'hole%1:06:00::'], ['recite%2:32:01::', 'recount%2:32:00::', 'narrate%2:32:00::', 'tell%2:32:01::'], ['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::']]
allons y plantons le bulbe 	[[7183], [2432], [2828], [8476], [8689]]	[[], ['go%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::', 'locomote%2:38:00::'], ['plant%2:35:00::', 'set%2:35:09::'], [], ['seed%1:20:02::']]
bellina a délicatement ouvert le sachet	[[2484], [7271], [4676], [2637], [8476], [2284]]	[['little_girl%1:18:00::', 'girl%1:18:02::', 'female_child%1:18:00::'], ['hold%2:40:00::', 'have_got%2:40:00::', 'own%2:40:00::', 'have%2:40:04::', 'have%2:40:00::', 'possess%2:40:00::'], ['easy%4:02:02::', 'slow%4:02:00::', 'tardily%4:02:00::', 'slow%3:00:01::', 'slowly%4:02:02::'], ['open_up%2:35:00::', 'open%2:35:00::'], [], ['handbag%1:06:00::', 'purse%1:06:00::', 'bag%1:06:02::', 'pocketbook%1:06:00::']]
elle en sort le petit bulbe blanc qu'elle pose délicatement au fond du trou	[[7028], [], [2806], [8476], [6060], [8689], [2662], [10276], [7028], [], [4676], [], [7034], [8476], [6036]]	[[], [], ['go_out%2:38:00::', 'exit%2:38:00::', 'get_out%2:38:01::', 'leave%2:38:00::'], [], ['infant%1:18:00::', 'baby%1:18:00::', 'babe%1:18:00::'], ['seed%1:20:02::'], ['white%3:00:01::'], [], [], [], ['easy%4:02:02::', 'slow%4:02:00::', 'tardily%4:02:00::', 'slow%3:00:01::', 'slowly%4:02:02::'], [], [], [], ['hole%1:17:01::', 'hole%1:06:00::']]
